acc	assay_type	consent	experiment	instrument	platform	sample_acc	biosample	organism	sra_study	releasedate	bioproject	mbytes	mbases	access	taxid
ERR3224484	AMPLICON	public	ERX3251936	Illumina MiSeq	ILLUMINA	ERS3229960	SAMEA5424672	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	17	30	public	9606.0
ERR3224485	AMPLICON	public	ERX3251937	Illumina MiSeq	ILLUMINA	ERS3229949	SAMEA5424661	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	22	37	public	9606.0
ERR3224486	AMPLICON	public	ERX3251938	Illumina MiSeq	ILLUMINA	ERS3229945	SAMEA5424657	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	13	22	public	9606.0
ERR3224487	AMPLICON	public	ERX3251939	Illumina MiSeq	ILLUMINA	ERS3229952	SAMEA5424664	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	26	42	public	9606.0
ERR3224488	AMPLICON	public	ERX3251940	Illumina MiSeq	ILLUMINA	ERS3229955	SAMEA5424667	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	13	24	public	9606.0
ERR3224489	AMPLICON	public	ERX3251941	Illumina MiSeq	ILLUMINA	ERS3229958	SAMEA5424670	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	14	24	public	9606.0
ERR3224490	AMPLICON	public	ERX3251942	Illumina MiSeq	ILLUMINA	ERS3229962	SAMEA5424674	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	22	38	public	9606.0
ERR3224491	AMPLICON	public	ERX3251943	Illumina MiSeq	ILLUMINA	ERS3229938	SAMEA5424650	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	15	27	public	9606.0
ERR3224492	AMPLICON	public	ERX3251944	Illumina MiSeq	ILLUMINA	ERS3229941	SAMEA5424653	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	10	17	public	9606.0
ERR3224493	AMPLICON	public	ERX3251945	Illumina MiSeq	ILLUMINA	ERS3229939	SAMEA5424651	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	21	35	public	9606.0
ERR3224494	AMPLICON	public	ERX3251946	Illumina MiSeq	ILLUMINA	ERS3229954	SAMEA5424666	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	24	42	public	9606.0
ERR3224495	AMPLICON	public	ERX3251947	Illumina MiSeq	ILLUMINA	ERS3229950	SAMEA5424662	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	24	41	public	9606.0
ERR3224496	AMPLICON	public	ERX3251948	Illumina MiSeq	ILLUMINA	ERS3229953	SAMEA5424665	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	15	27	public	9606.0
ERR3224497	AMPLICON	public	ERX3251949	Illumina MiSeq	ILLUMINA	ERS3229946	SAMEA5424658	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	24	42	public	9606.0
ERR3224498	AMPLICON	public	ERX3251950	Illumina MiSeq	ILLUMINA	ERS3229959	SAMEA5424671	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	22	40	public	9606.0
ERR3224499	AMPLICON	public	ERX3251951	Illumina MiSeq	ILLUMINA	ERS3229964	SAMEA5424676	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	10	17	public	9606.0
ERR3224500	AMPLICON	public	ERX3251952	Illumina MiSeq	ILLUMINA	ERS3229965	SAMEA5424677	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	28	public	9606.0
ERR3224501	AMPLICON	public	ERX3251953	Illumina MiSeq	ILLUMINA	ERS3229963	SAMEA5424675	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	27	public	9606.0
ERR3224502	AMPLICON	public	ERX3251954	Illumina MiSeq	ILLUMINA	ERS3229942	SAMEA5424654	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	28	public	9606.0
ERR3224503	AMPLICON	public	ERX3251955	Illumina MiSeq	ILLUMINA	ERS3229951	SAMEA5424663	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	33	53	public	9606.0
ERR3224504	AMPLICON	public	ERX3251956	Illumina MiSeq	ILLUMINA	ERS3229944	SAMEA5424656	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	17	29	public	9606.0
ERR3224505	AMPLICON	public	ERX3251957	Illumina MiSeq	ILLUMINA	ERS3229947	SAMEA5424659	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	14	23	public	9606.0
ERR3224506	AMPLICON	public	ERX3251958	Illumina MiSeq	ILLUMINA	ERS3229957	SAMEA5424669	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	18	31	public	9606.0
ERR3224507	AMPLICON	public	ERX3251959	Illumina MiSeq	ILLUMINA	ERS3229966	SAMEA5424678	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	10	18	public	9606.0
ERR3224508	AMPLICON	public	ERX3251960	Illumina MiSeq	ILLUMINA	ERS3229968	SAMEA5424680	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	79	127	public	9606.0
ERR3224509	AMPLICON	public	ERX3251961	Illumina MiSeq	ILLUMINA	ERS3229967	SAMEA5424679	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	13	24	public	9606.0
ERR3224510	AMPLICON	public	ERX3251962	Illumina MiSeq	ILLUMINA	ERS3229969	SAMEA5424681	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	19	35	public	9606.0
ERR3224511	AMPLICON	public	ERX3251963	Illumina MiSeq	ILLUMINA	ERS3229970	SAMEA5424682	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	85	138	public	9606.0
ERR3224512	AMPLICON	public	ERX3251964	Illumina MiSeq	ILLUMINA	ERS3229971	SAMEA5424683	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	53	88	public	9606.0
ERR3224513	AMPLICON	public	ERX3251965	Illumina MiSeq	ILLUMINA	ERS3229972	SAMEA5424684	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	28	public	9606.0
ERR3224514	AMPLICON	public	ERX3251966	Illumina MiSeq	ILLUMINA	ERS3229973	SAMEA5424685	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	23	38	public	9606.0
ERR3224515	AMPLICON	public	ERX3251967	Illumina MiSeq	ILLUMINA	ERS3229974	SAMEA5424686	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	12	21	public	9606.0
ERR3224516	AMPLICON	public	ERX3251968	Illumina MiSeq	ILLUMINA	ERS3229975	SAMEA5424687	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	11	20	public	9606.0
ERR3224517	AMPLICON	public	ERX3251969	Illumina MiSeq	ILLUMINA	ERS3229976	SAMEA5424688	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	14	22	public	9606.0
ERR3224518	AMPLICON	public	ERX3251970	Illumina MiSeq	ILLUMINA	ERS3229977	SAMEA5424689	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	13	23	public	9606.0
ERR3224519	AMPLICON	public	ERX3251971	Illumina MiSeq	ILLUMINA	ERS3229978	SAMEA5424690	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	28	public	9606.0
ERR3224520	AMPLICON	public	ERX3251972	Illumina MiSeq	ILLUMINA	ERS3229979	SAMEA5424691	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	14	26	public	9606.0
ERR3224521	AMPLICON	public	ERX3251973	Illumina MiSeq	ILLUMINA	ERS3229980	SAMEA5424692	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	11	19	public	9606.0
ERR3224522	AMPLICON	public	ERX3251974	Illumina MiSeq	ILLUMINA	ERS3229981	SAMEA5424693	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	27	41	public	9606.0
ERR3224523	AMPLICON	public	ERX3251975	Illumina MiSeq	ILLUMINA	ERS3229982	SAMEA5424694	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	23	37	public	9606.0
ERR3224524	AMPLICON	public	ERX3251976	Illumina MiSeq	ILLUMINA	ERS3229983	SAMEA5424695	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	22	35	public	9606.0
ERR3224525	AMPLICON	public	ERX3251977	Illumina MiSeq	ILLUMINA	ERS3229984	SAMEA5424696	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	10	18	public	9606.0
ERR3224526	AMPLICON	public	ERX3251978	Illumina MiSeq	ILLUMINA	ERS3229985	SAMEA5424697	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	39	66	public	9606.0
ERR3224527	AMPLICON	public	ERX3251979	Illumina MiSeq	ILLUMINA	ERS3229986	SAMEA5424698	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	10	18	public	9606.0
ERR3224528	AMPLICON	public	ERX3251980	Illumina MiSeq	ILLUMINA	ERS3229987	SAMEA5424699	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	49	85	public	9606.0
ERR3224529	AMPLICON	public	ERX3251981	Illumina MiSeq	ILLUMINA	ERS3229988	SAMEA5424700	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	19	33	public	9606.0
ERR3224530	AMPLICON	public	ERX3251982	Illumina MiSeq	ILLUMINA	ERS3229989	SAMEA5424701	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	12	22	public	9606.0
ERR3224531	AMPLICON	public	ERX3251983	Illumina MiSeq	ILLUMINA	ERS3229990	SAMEA5424702	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	31	56	public	9606.0
ERR3224532	AMPLICON	public	ERX3251984	Illumina MiSeq	ILLUMINA	ERS3229991	SAMEA5424703	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	11	21	public	9606.0
ERR3224533	AMPLICON	public	ERX3251985	Illumina MiSeq	ILLUMINA	ERS3229992	SAMEA5424704	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	18	33	public	9606.0
ERR3224534	AMPLICON	public	ERX3251986	Illumina MiSeq	ILLUMINA	ERS3229993	SAMEA5424705	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	10	18	public	9606.0
ERR3224535	AMPLICON	public	ERX3251987	Illumina MiSeq	ILLUMINA	ERS3229994	SAMEA5424706	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	10	17	public	9606.0
ERR3224536	AMPLICON	public	ERX3251988	Illumina MiSeq	ILLUMINA	ERS3229995	SAMEA5424707	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	14	26	public	9606.0
ERR3224537	AMPLICON	public	ERX3251989	Illumina MiSeq	ILLUMINA	ERS3229996	SAMEA5424708	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	22	37	public	9606.0
ERR3224538	AMPLICON	public	ERX3251990	Illumina MiSeq	ILLUMINA	ERS3229997	SAMEA5424709	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	17	27	public	9606.0
ERR3224539	AMPLICON	public	ERX3251991	Illumina MiSeq	ILLUMINA	ERS3229998	SAMEA5424710	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	15	25	public	9606.0
ERR3224540	AMPLICON	public	ERX3251992	Illumina MiSeq	ILLUMINA	ERS3229999	SAMEA5424711	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	26	public	9606.0
ERR3224541	AMPLICON	public	ERX3251993	Illumina MiSeq	ILLUMINA	ERS3230000	SAMEA5424712	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	29	44	public	9606.0
ERR3224542	AMPLICON	public	ERX3251994	Illumina MiSeq	ILLUMINA	ERS3230001	SAMEA5424713	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	15	24	public	9606.0
ERR3224543	AMPLICON	public	ERX3251995	Illumina MiSeq	ILLUMINA	ERS3230002	SAMEA5424714	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	103	165	public	9606.0
ERR3224544	AMPLICON	public	ERX3251996	Illumina MiSeq	ILLUMINA	ERS3230003	SAMEA5424715	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	15	22	public	9606.0
ERR3224545	AMPLICON	public	ERX3251997	Illumina MiSeq	ILLUMINA	ERS3230004	SAMEA5424716	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	24	38	public	9606.0
ERR3224546	AMPLICON	public	ERX3251998	Illumina MiSeq	ILLUMINA	ERS3230005	SAMEA5424717	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	21	31	public	9606.0
ERR3224547	AMPLICON	public	ERX3251999	Illumina MiSeq	ILLUMINA	ERS3230006	SAMEA5424718	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	12	22	public	9606.0
ERR3224548	AMPLICON	public	ERX3252000	Illumina MiSeq	ILLUMINA	ERS3230007	SAMEA5424719	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	8	12	public	9606.0
ERR3224549	AMPLICON	public	ERX3252001	Illumina MiSeq	ILLUMINA	ERS3230008	SAMEA5424720	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	18	28	public	9606.0
ERR3224550	AMPLICON	public	ERX3252002	Illumina MiSeq	ILLUMINA	ERS3230009	SAMEA5424721	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	18	28	public	9606.0
ERR3224551	AMPLICON	public	ERX3252003	Illumina MiSeq	ILLUMINA	ERS3230010	SAMEA5424722	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	26	public	9606.0
ERR3224552	AMPLICON	public	ERX3252004	Illumina MiSeq	ILLUMINA	ERS3230011	SAMEA5424723	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	26	public	9606.0
ERR3224553	AMPLICON	public	ERX3252005	Illumina MiSeq	ILLUMINA	ERS3230012	SAMEA5424724	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	19	29	public	9606.0
ERR3224554	AMPLICON	public	ERX3252006	Illumina MiSeq	ILLUMINA	ERS3230013	SAMEA5424725	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	40	59	public	9606.0
ERR3224555	AMPLICON	public	ERX3252007	Illumina MiSeq	ILLUMINA	ERS3230014	SAMEA5424726	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	17	27	public	9606.0
ERR3224556	AMPLICON	public	ERX3252008	Illumina MiSeq	ILLUMINA	ERS3230015	SAMEA5424727	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	15	25	public	9606.0
ERR3224557	AMPLICON	public	ERX3252009	Illumina MiSeq	ILLUMINA	ERS3230016	SAMEA5424728	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	13	19	public	9606.0
ERR3224558	AMPLICON	public	ERX3252010	Illumina MiSeq	ILLUMINA	ERS3230017	SAMEA5424729	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	20	29	public	9606.0
ERR3224559	AMPLICON	public	ERX3252011	Illumina MiSeq	ILLUMINA	ERS3230018	SAMEA5424730	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	13	22	public	9606.0
ERR3224560	AMPLICON	public	ERX3252012	Illumina MiSeq	ILLUMINA	ERS3230019	SAMEA5424731	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	22	33	public	9606.0
ERR3224561	AMPLICON	public	ERX3252013	Illumina MiSeq	ILLUMINA	ERS3230020	SAMEA5424732	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	15	23	public	9606.0
ERR3224562	AMPLICON	public	ERX3252014	Illumina MiSeq	ILLUMINA	ERS3230021	SAMEA5424733	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	13	23	public	9606.0
ERR3224563	AMPLICON	public	ERX3252015	Illumina MiSeq	ILLUMINA	ERS3230022	SAMEA5424734	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	16	27	public	9606.0
ERR3224564	AMPLICON	public	ERX3252016	Illumina MiSeq	ILLUMINA	ERS3230023	SAMEA5424735	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	14	24	public	9606.0
ERR3224565	AMPLICON	public	ERX3252017	Illumina MiSeq	ILLUMINA	ERS3230024	SAMEA5424736	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	24	41	public	9606.0
ERR3224566	AMPLICON	public	ERX3252018	Illumina MiSeq	ILLUMINA	ERS3230025	SAMEA5424737	Homo sapiens	ERP114316	2019-03-21 00:00:00 UTC	PRJEB31726	25	42	public	9606.0
ERR3299735	RNA-Seq	public	ERX3326012	Illumina HiSeq 4000	ILLUMINA	ERS3388617	SAMEA5584392	Homo sapiens	ERP115027	2019-05-12 00:00:00 UTC	PRJEB32351	800	3045	public	9606.0
ERR3299738	RNA-Seq	public	ERX3326015	Illumina HiSeq 4000	ILLUMINA	ERS3388620	SAMEA5584395	Homo sapiens	ERP115027	2019-05-12 00:00:00 UTC	PRJEB32351	963	3778	public	9606.0
ERR3299740	RNA-Seq	public	ERX3326017	Illumina HiSeq 4000	ILLUMINA	ERS3388622	SAMEA5584397	Homo sapiens	ERP115027	2019-05-12 00:00:00 UTC	PRJEB32351	1001	3976	public	9606.0
ERR3299743	RNA-Seq	public	ERX3326020	Illumina HiSeq 4000	ILLUMINA	ERS3388625	SAMEA5584400	Homo sapiens	ERP115027	2019-05-12 00:00:00 UTC	PRJEB32351	694	2575	public	9606.0
ERR3895411	RNA-Seq	public	ERX3905471	NextSeq 500	ILLUMINA	ERS4299266	SAMEA6534875	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	1895	4824	public	8364.0
ERR3895412	RNA-Seq	public	ERX3905472	NextSeq 500	ILLUMINA	ERS4299267	SAMEA6534876	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	1890	4807	public	8364.0
ERR3895413	RNA-Seq	public	ERX3905473	NextSeq 500	ILLUMINA	ERS4299268	SAMEA6534877	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	1603	3998	public	8364.0
ERR3895414	RNA-Seq	public	ERX3905474	NextSeq 500	ILLUMINA	ERS4299269	SAMEA6534878	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	2129	5392	public	8364.0
ERR3895415	RNA-Seq	public	ERX3905475	NextSeq 500	ILLUMINA	ERS4299270	SAMEA6534879	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	1832	4654	public	8364.0
ERR3895416	RNA-Seq	public	ERX3905476	NextSeq 500	ILLUMINA	ERS4299271	SAMEA6534880	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	2102	5307	public	8364.0
ERR3895417	RNA-Seq	public	ERX3905477	NextSeq 500	ILLUMINA	ERS4299272	SAMEA6534881	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	2095	5318	public	8364.0
ERR3895418	RNA-Seq	public	ERX3905478	NextSeq 500	ILLUMINA	ERS4299273	SAMEA6534882	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	1942	4940	public	8364.0
ERR3895419	RNA-Seq	public	ERX3905479	NextSeq 500	ILLUMINA	ERS4299274	SAMEA6534883	Xenopus tropicalis	ERP119944	2020-02-28 00:00:00 UTC	PRJEB36722	1538	3899	public	8364.0
ERR5466840	ATAC-seq	public	ERX5248445	NextSeq 500	ILLUMINA	ERS5932156	SAMEA8245894	Heliconius erato demophoon	ERP127651	2021-04-12 00:00:00 UTC		830	2125	public	1608923.0
ERR5466841	ATAC-seq	public	ERX5248446	NextSeq 500	ILLUMINA	ERS5932157	SAMEA8245895	Heliconius erato demophoon	ERP127651	2021-04-12 00:00:00 UTC		1007	2452	public	1608923.0
ERR5466842	ATAC-seq	public	ERX5248447	NextSeq 500	ILLUMINA	ERS5932158	SAMEA8245896	Heliconius erato hydara	ERP127651	2021-04-12 00:00:00 UTC		668	1718	public	64529.0
ERR5466843	ATAC-seq	public	ERX5248448	NextSeq 500	ILLUMINA	ERS5932159	SAMEA8245897	Heliconius erato hydara	ERP127651	2021-04-12 00:00:00 UTC		420	1016	public	64529.0
ERR5466844	ATAC-seq	public	ERX5248449	NextSeq 500	ILLUMINA	ERS5932160	SAMEA8245898	Heliconius erato hydara	ERP127651	2021-04-12 00:00:00 UTC		917	2331	public	64529.0
ERR5466845	ATAC-seq	public	ERX5248450	NextSeq 500	ILLUMINA	ERS5932161	SAMEA8245899	Heliconius melpomene melpomene	ERP127651	2021-04-12 00:00:00 UTC		703	1738	public	171917.0
ERR5466846	ATAC-seq	public	ERX5248451	NextSeq 500	ILLUMINA	ERS5932162	SAMEA8245900	Heliconius melpomene melpomene	ERP127651	2021-04-12 00:00:00 UTC		139	297	public	171917.0
ERR5466847	ATAC-seq	public	ERX5248452	NextSeq 500	ILLUMINA	ERS5932163	SAMEA8245901	Heliconius melpomene melpomene	ERP127651	2021-04-12 00:00:00 UTC		789	1916	public	171917.0
ERR5466848	ATAC-seq	public	ERX5248453	NextSeq 500	ILLUMINA	ERS5932164	SAMEA8245902	Heliconius melpomene rosina	ERP127651	2021-04-12 00:00:00 UTC		1132	2820	public	171916.0
ERR5466849	ATAC-seq	public	ERX5248454	NextSeq 500	ILLUMINA	ERS5932165	SAMEA8245903	Heliconius melpomene rosina	ERP127651	2021-04-12 00:00:00 UTC		677	1697	public	171916.0
ERR5466850	ATAC-seq	public	ERX5248455	NextSeq 500	ILLUMINA	ERS5932166	SAMEA8245904	Heliconius melpomene rosina	ERP127651	2021-04-12 00:00:00 UTC		1102	2742	public	171916.0
ERR664090	AMPLICON	public	ERX620325	454 GS FLX	LS454	ERS573576	SAMEA3106326	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	34	14	public	939928.0
ERR664091	AMPLICON	public	ERX620326	454 GS FLX	LS454	ERS573484	SAMEA3106234	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	31	12	public	939928.0
ERR664092	AMPLICON	public	ERX620327	454 GS FLX	LS454	ERS573534	SAMEA3106284	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	12	5	public	939928.0
ERR664093	AMPLICON	public	ERX620328	454 GS FLX	LS454	ERS573488	SAMEA3106238	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	28	11	public	939928.0
ERR664094	AMPLICON	public	ERX620329	454 GS FLX	LS454	ERS573535	SAMEA3106285	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	10	4	public	939928.0
ERR664095	AMPLICON	public	ERX620330	454 GS FLX	LS454	ERS573485	SAMEA3106235	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	16	6	public	939928.0
ERR664096	AMPLICON	public	ERX620331	454 GS FLX	LS454	ERS573511	SAMEA3106261	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	12	4	public	939928.0
ERR664097	AMPLICON	public	ERX620332	454 GS FLX	LS454	ERS573542	SAMEA3106292	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	11	4	public	939928.0
ERR664098	AMPLICON	public	ERX620333	454 GS FLX	LS454	ERS573480	SAMEA3106230	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	7	3	public	939928.0
ERR664099	AMPLICON	public	ERX620334	454 GS FLX	LS454	ERS573562	SAMEA3106312	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	10	4	public	939928.0
ERR664100	AMPLICON	public	ERX620335	454 GS FLX	LS454	ERS573589	SAMEA3106339	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	16	6	public	939928.0
ERR664101	AMPLICON	public	ERX620336	454 GS FLX	LS454	ERS573512	SAMEA3106262	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	11	4	public	939928.0
ERR664102	AMPLICON	public	ERX620337	454 GS FLX	LS454	ERS573533	SAMEA3106283	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	11	4	public	939928.0
ERR664103	AMPLICON	public	ERX620338	454 GS FLX	LS454	ERS573612	SAMEA3106362	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	11	5	public	939928.0
ERR664104	AMPLICON	public	ERX620339	454 GS FLX	LS454	ERS573539	SAMEA3106289	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	12	5	public	939928.0
ERR664105	AMPLICON	public	ERX620340	454 GS FLX	LS454	ERS573559	SAMEA3106309	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	13	5	public	939928.0
ERR664106	AMPLICON	public	ERX620341	454 GS FLX	LS454	ERS573588	SAMEA3106338	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	15	6	public	939928.0
ERR664107	AMPLICON	public	ERX620342	454 GS FLX	LS454	ERS573582	SAMEA3106332	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	10	4	public	939928.0
ERR664108	AMPLICON	public	ERX620343	454 GS FLX	LS454	ERS573481	SAMEA3106231	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	12	4	public	939928.0
ERR664109	AMPLICON	public	ERX620344	454 GS FLX	LS454	ERS573567	SAMEA3106317	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	14	6	public	939928.0
ERR664110	AMPLICON	public	ERX620345	454 GS FLX	LS454	ERS573546	SAMEA3106296	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	29	13	public	939928.0
ERR664111	AMPLICON	public	ERX620346	454 GS FLX	LS454	ERS573526	SAMEA3106276	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	42	16	public	939928.0
ERR664112	AMPLICON	public	ERX620347	454 GS FLX	LS454	ERS573513	SAMEA3106263	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	21	8	public	939928.0
ERR664113	AMPLICON	public	ERX620348	454 GS FLX	LS454	ERS573573	SAMEA3106323	rhizosphere metagenome	ERP008539	2015-08-12 00:00:00 UTC	PRJEB7617	9	3	public	939928.0
